geoid,geoid20,year,denom_renters,med_gross_rent,med_gross_rent_adj
1400000US06037201601,6037201601,2019,314,1170,1170
1400000US06037201602,6037201602,2019,363,1210,1210
1400000US06037201700,6037201700,2019,625,1303,1303
1400000US06037203100,6037203100,2019,1071,1033,1033
1400000US06037203200,6037203200,2019,858,1327,1327
1400000US06037203300,6037203300,2019,358,1129,1129
1400000US06037203500,6037203500,2019,726,1118,1118
1400000US06037203601,6037203601,2019,630,1252,1252
1400000US06037203602,6037203602,2019,426,1252,1252
1400000US06037203710,6037203710,2019,608,1129,1129
1400000US06037203720,6037203720,2019,859,1061,1061
1400000US06037203800,6037203800,2019,558,1117,1117
1400000US06037203900,6037203900,2019,429,1208,1208
1400000US06037204110,6037204110,2019,498,1101,1101
1400000US06037204120,6037204120,2019,512,1287,1287
1400000US06037204200,6037204200,2019,819,1010,1010
1400000US06037204300,6037204300,2019,911,1096,1096
1400000US06037204410,6037204410,2019,528,1131,1131
1400000US06037204420,6037204420,2019,862,1041,1041
1400000US06037204600,6037204600,2019,962,1025,1025
1400000US06037204700,6037204700,2019,604,1139,1139
1400000US06037204810,6037204810,2019,830,1191,1191
1400000US06037204820,6037204820,2019,294,1317,1317
1400000US06037204910,6037204910,2019,724,1057,1057
1400000US06037204920,6037204920,2019,386,1034,1034
1400000US06037205110,6037205110,2019,857,1347,1347
1400000US06037205120,6037205120,2019,868,997,997
1400000US06037206010,6037206010,2019,1172,1103,1103
1400000US06037206020,6037206020,2019,297,2410,2410
1400000US06037206050,6037206050,2019,774,919,919
1400000US06037206051,6037206051,2019,1452,2584,2584
1400000US06037206052,6037206052,2019,360,2584,2584
1400000US06037206053,6037206053,2019,901,1050,1050
1400000US06037206054,6037206054,2019,639,1050,1050
1400000US06037206201,6037206201,2019,742,688,688
1400000US06037206202,6037206202,2019,1396,688,688
1400000US06037206301,6037206301,2019,530,292,292
1400000US06037206302,6037206302,2019,182,292,292
1400000US06037206303,6037206303,2019,1701,292,292
1400000US06037207101,6037207101,2019,1696,2013,2013
1400000US06037207102,6037207102,2019,1293,1383,1383
1400000US06037207103,6037207103,2019,921,1055,1055
1400000US06037207303,6037207303,2019,1461,1636,1636
1400000US06037207304,6037207304,2019,415,1636,1636
1400000US06037207305,6037207305,2019,1673,1636,1636
1400000US06037207306,6037207306,2019,2031,1766,1766
1400000US06037207307,6037207307,2019,615,1766,1766
1400000US06037207308,6037207308,2019,578,1766,1766
1400000US06037207400,6037207400,2019,374,2307,2307
1400000US06037207501,6037207501,2019,1120,2059,2059
1400000US06037207502,6037207502,2019,2196,470,470
1400000US06037207711,6037207711,2019,1829,2550,2550
1400000US06037207712,6037207712,2019,1073,2550,2550
1400000US06037207901,6037207901,2019,775,2452,2452
1400000US06037207902,6037207902,2019,2669,2452,2452
1400000US06037208001,6037208001,2019,1509,1227,1227
1400000US06037208002,6037208002,2019,1036,1227,1227
1400000US06037208301,6037208301,2019,556,1215,1215
1400000US06037208302,6037208302,2019,1558,967,967
1400000US06037208401,6037208401,2019,1482,1053,1053
1400000US06037208402,6037208402,2019,679,1200,1200
1400000US06037208501,6037208501,2019,731,1355,1355
1400000US06037208502,6037208502,2019,1311,1034,1034
1400000US06037208610,6037208610,2019,1348,1284,1284
1400000US06037208620,6037208620,2019,1536,1290,1290
1400000US06037208710,6037208710,2019,1716,1430,1430
1400000US06037208720,6037208720,2019,1560,909,909
1400000US06037208801,6037208801,2019,1313,1107,1107
1400000US06037208802,6037208802,2019,1421,1120,1120
1400000US06037208902,6037208902,2019,685,1121,1121
1400000US06037208903,6037208903,2019,1155,975,975
1400000US06037208904,6037208904,2019,1270,844,844
1400000US06037209103,6037209103,2019,1095,948,948
1400000US06037209104,6037209104,2019,937,888,888
1400000US06037209105,6037209105,2019,577,1007,1007
1400000US06037209106,6037209106,2019,1537,1007,1007
1400000US06037209201,6037209201,2019,828,2050,2050
1400000US06037209202,6037209202,2019,1197,2050,2050
1400000US06037209300,6037209300,2019,1953,1017,1017
1400000US06037209401,6037209401,2019,1581,920,920
1400000US06037209402,6037209402,2019,1193,927,927
1400000US06037209403,6037209403,2019,1390,791,791
1400000US06037209510,6037209510,2019,977,1083,1083
1400000US06037209520,6037209520,2019,930,992,992
1400000US06037209810,6037209810,2019,692,991,991
1400000US06037209820,6037209820,2019,737,966,966
1400000US06037210010,6037210010,2019,1093,850,850
1400000US06037211000,6037211000,2019,735,2292,2292
1400000US06037211121,6037211121,2019,796,1439,1439
1400000US06037211122,6037211122,2019,1199,1558,1558
1400000US06037211123,6037211123,2019,724,1427,1427
1400000US06037211124,6037211124,2019,1662,1427,1427
1400000US06037211201,6037211201,2019,807,1350,1350
1400000US06037211202,6037211202,2019,854,1102,1102
1400000US06037211310,6037211310,2019,1162,1237,1237
1400000US06037211320,6037211320,2019,1273,1174,1174
1400000US06037211410,6037211410,2019,1043,1209,1209
1400000US06037211420,6037211420,2019,1151,1250,1250
1400000US06037211500,6037211500,2019,1076,1217,1217
1400000US06037211701,6037211701,2019,722,1805,1805
1400000US06037211703,6037211703,2019,1928,1364,1364
1400000US06037211704,6037211704,2019,1420,1345,1345
1400000US06037211802,6037211802,2019,1883,1210,1210
1400000US06037211803,6037211803,2019,1368,1484,1484
1400000US06037211804,6037211804,2019,1232,1401,1401
1400000US06037211910,6037211910,2019,1683,1290,1290
1400000US06037211921,6037211921,2019,997,1281,1281
1400000US06037211922,6037211922,2019,1283,1323,1323
1400000US06037212101,6037212101,2019,1383,1545,1545
1400000US06037212102,6037212102,2019,1179,1036,1036
1400000US06037212202,6037212202,2019,1168,1220,1220
1400000US06037212203,6037212203,2019,1564,987,987
1400000US06037212204,6037212204,2019,1292,966,966
1400000US06037212303,6037212303,2019,1522,1260,1260
1400000US06037212304,6037212304,2019,807,1008,1008
1400000US06037212305,6037212305,2019,1041,1139,1139
1400000US06037212306,6037212306,2019,1168,1379,1379
1400000US06037212410,6037212410,2019,1651,1497,1497
1400000US06037212420,6037212420,2019,1153,1301,1301
1400000US06037212501,6037212501,2019,938,1290,1290
1400000US06037212502,6037212502,2019,1208,1402,1402
1400000US06037212610,6037212610,2019,1522,1313,1313
1400000US06037212620,6037212620,2019,1688,1301,1301
1400000US06037212701,6037212701,2019,497,1437,1437
1400000US06037212702,6037212702,2019,718,1723,1723
1400000US06037212800,6037212800,2019,892,1273,1273
1400000US06037212900,6037212900,2019,1362,1187,1187
1400000US06037213100,6037213100,2019,657,1164,1164
1400000US06037213201,6037213201,2019,1383,1206,1206
1400000US06037213202,6037213202,2019,1051,1160,1160
1400000US06037213310,6037213310,2019,917,1245,1245
1400000US06037213320,6037213320,2019,960,1005,1005
1400000US06037213401,6037213401,2019,1696,1180,1180
1400000US06037213402,6037213402,2019,1511,1157,1157
1400000US06037214000,6037214000,2019,427,1937,1937
1400000US06037214100,6037214100,2019,984,2543,2543
1400000US06037214400,6037214400,2019,1620,2137,2137
1400000US06037214501,6037214501,2019,1351,2791,2791
1400000US06037214503,6037214503,2019,1503,2400,2400
1400000US06037214504,6037214504,2019,1282,2455,2455
1400000US06037214505,6037214505,2019,1191,2455,2455
1400000US06037214600,6037214600,2019,1044,2056,2056
1400000US06037214700,6037214700,2019,728,1776,1776
1400000US06037214800,6037214800,2019,1011,2072,2072
1400000US06037214902,6037214902,2019,1246,2374,2374
1400000US06037214903,6037214903,2019,676,2180,2180
1400000US06037214904,6037214904,2019,872,2180,2180
1400000US06037215101,6037215101,2019,1578,2003,2003
1400000US06037215102,6037215102,2019,1967,1851,1851
1400000US06037216100,6037216100,2019,432,2177,2177
1400000US06037216201,6037216201,2019,1031,1984,1984
1400000US06037216202,6037216202,2019,1122,1984,1984
1400000US06037216301,6037216301,2019,659,1754,1754
1400000US06037216302,6037216302,2019,828,1754,1754
1400000US06037216401,6037216401,2019,1627,1847,1847
1400000US06037216402,6037216402,2019,1160,1911,1911
1400000US06037216700,6037216700,2019,1000,1826,1826
1400000US06037216800,6037216800,2019,881,1870,1870
1400000US06037216901,6037216901,2019,836,1763,1763
1400000US06037216902,6037216902,2019,466,1763,1763
1400000US06037217001,6037217001,2019,504,1821,1821
1400000US06037217002,6037217002,2019,1439,1794,1794
1400000US06037217101,6037217101,2019,772,1533,1533
1400000US06037217102,6037217102,2019,979,1533,1533
1400000US06037217200,6037217200,2019,1209,1603,1603
1400000US06037218110,6037218110,2019,784,1260,1260
1400000US06037218120,6037218120,2019,1078,1119,1119
1400000US06037218210,6037218210,2019,940,1333,1333
1400000US06037218220,6037218220,2019,946,1453,1453
1400000US06037218300,6037218300,2019,1534,1416,1416
1400000US06037218400,6037218400,2019,986,1459,1459
1400000US06037218500,6037218500,2019,661,1254,1254
1400000US06037218600,6037218600,2019,834,1227,1227
1400000US06037218701,6037218701,2019,547,1275,1275
1400000US06037218702,6037218702,2019,647,1071,1071
1400000US06037218800,6037218800,2019,767,1207,1207
1400000US06037218900,6037218900,2019,1873,1269,1269
1400000US06037219010,6037219010,2019,490,1355,1355
1400000US06037219020,6037219020,2019,772,1138,1138
1400000US06037219300,6037219300,2019,1132,1181,1181
1400000US06037219500,6037219500,2019,206,1277,1277
1400000US06037219700,6037219700,2019,704,1059,1059
1400000US06037219800,6037219800,2019,689,1278,1278
1400000US06037219901,6037219901,2019,1063,1140,1140
1400000US06037219902,6037219902,2019,645,1432,1432
1400000US06037220000,6037220000,2019,1322,1154,1154
1400000US06037220100,6037220100,2019,495,1085,1085
1400000US06037221110,6037221110,2019,897,989,989
1400000US06037221120,6037221120,2019,760,1147,1147
1400000US06037221210,6037221210,2019,642,1200,1200
1400000US06037221220,6037221220,2019,841,1032,1032
1400000US06037221302,6037221302,2019,1188,1136,1136
1400000US06037221303,6037221303,2019,642,1162,1162
1400000US06037221304,6037221304,2019,1102,1214,1214
1400000US06037221401,6037221401,2019,1018,1123,1123
1400000US06037221402,6037221402,2019,671,1063,1063
1400000US06037221500,6037221500,2019,966,995,995
1400000US06037221601,6037221601,2019,775,1103,1103
1400000US06037221602,6037221602,2019,825,1133,1133
1400000US06037221710,6037221710,2019,774,1150,1150
1400000US06037221810,6037221810,2019,837,1221,1221
1400000US06037221820,6037221820,2019,881,1498,1498
1400000US06037221900,6037221900,2019,865,1086,1086
1400000US06037222001,6037222001,2019,442,1369,1369
1400000US06037222002,6037222002,2019,830,1245,1245
1400000US06037222100,6037222100,2019,757,1316,1316
1400000US06037222200,6037222200,2019,947,1159,1159
1400000US06037222500,6037222500,2019,772,1326,1326
1400000US06037222600,6037222600,2019,1426,1151,1151
1400000US06037222700,6037222700,2019,142,1672,1672
1400000US06037224010,6037224010,2019,1523,937,937
1400000US06037224020,6037224020,2019,894,863,863
1400000US06037224200,6037224200,2019,677,1096,1096
1400000US06037224310,6037224310,2019,579,953,953
1400000US06037224320,6037224320,2019,1046,877,877
1400000US06037224410,6037224410,2019,861,1095,1095
1400000US06037224420,6037224420,2019,691,891,891
1400000US06037224600,6037224600,2019,715,1036,1036
1400000US06037224701,6037224701,2019,345,1738,1738
1400000US06037224702,6037224702,2019,579,1738,1738
1400000US06037226001,6037226001,2019,509,1123,1123
1400000US06037226002,6037226002,2019,974,767,767
1400000US06037226410,6037226410,2019,761,1209,1209
1400000US06037226420,6037226420,2019,979,1058,1058
1400000US06037226701,6037226701,2019,577,1228,1228
1400000US06037226702,6037226702,2019,624,1228,1228
1400000US06037227010,6037227010,2019,887,1253,1253
1400000US06037227020,6037227020,2019,563,1160,1160
1400000US06037228100,6037228100,2019,714,1296,1296
1400000US06037228210,6037228210,2019,731,1113,1113
1400000US06037228220,6037228220,2019,608,1107,1107
1400000US06037228310,6037228310,2019,818,1099,1099
1400000US06037228320,6037228320,2019,509,1289,1289
1400000US06037228410,6037228410,2019,537,1326,1326
1400000US06037228420,6037228420,2019,563,1049,1049
1400000US06037228500,6037228500,2019,921,1220,1220
1400000US06037228600,6037228600,2019,809,1147,1147
1400000US06037228710,6037228710,2019,810,1106,1106
1400000US06037228720,6037228720,2019,726,1195,1195
1400000US06037228800,6037228800,2019,732,1031,1031
1400000US06037228900,6037228900,2019,613,713,713
1400000US06037229100,6037229100,2019,665,1334,1334
1400000US06037229200,6037229200,2019,868,1072,1072
1400000US06037229300,6037229300,2019,964,1213,1213
1400000US06037229410,6037229410,2019,617,1245,1245
1400000US06037229420,6037229420,2019,722,1188,1188
1400000US06037231100,6037231100,2019,628,1093,1093
1400000US06037231210,6037231210,2019,999,1078,1078
1400000US06037231220,6037231220,2019,1129,1050,1050
1400000US06037231301,6037231301,2019,397,1403,1403
1400000US06037231302,6037231302,2019,720,1403,1403
1400000US06037231400,6037231400,2019,933,1031,1031
1400000US06037231500,6037231500,2019,638,1149,1149
1400000US06037231601,6037231601,2019,480,1184,1184
1400000US06037231602,6037231602,2019,474,1184,1184
1400000US06037231603,6037231603,2019,481,1184,1184
1400000US06037231710,6037231710,2019,1199,994,994
1400000US06037231720,6037231720,2019,1262,1060,1060
1400000US06037231800,6037231800,2019,1225,1133,1133
1400000US06037231901,6037231901,2019,456,1065,1065
1400000US06037231902,6037231902,2019,603,1065,1065
1400000US06037232110,6037232110,2019,702,1082,1082
1400000US06037232120,6037232120,2019,1103,1189,1189
1400000US06037232200,6037232200,2019,570,1135,1135
1400000US06037232300,6037232300,2019,532,1171,1171
1400000US06037232401,6037232401,2019,501,1360,1360
1400000US06037232402,6037232402,2019,477,1360,1360
1400000US06037232500,6037232500,2019,754,1166,1166
1400000US06037232601,6037232601,2019,346,1183,1183
1400000US06037232602,6037232602,2019,698,1183,1183
1400000US06037232701,6037232701,2019,405,1163,1163
1400000US06037232702,6037232702,2019,663,1163,1163
1400000US06037232800,6037232800,2019,680,1122,1122
1400000US06037234001,6037234001,2019,418,1285,1285
1400000US06037234002,6037234002,2019,349,1285,1285
1400000US06037234200,6037234200,2019,325,1824,1824
1400000US06037234301,6037234301,2019,1075,1279,1279
1400000US06037234302,6037234302,2019,781,1279,1279
1400000US06037234501,6037234501,2019,248,1199,1199
1400000US06037234502,6037234502,2019,854,943,943
1400000US06037234600,6037234600,2019,522,1266,1266
1400000US06037234700,6037234700,2019,756,1118,1118
1400000US06037234800,6037234800,2019,486,1194,1194
1400000US06037234901,6037234901,2019,1093,1031,1031
1400000US06037234902,6037234902,2019,1220,1072,1072
1400000US06037235100,6037235100,2019,375,2250,2250
1400000US06037235201,6037235201,2019,308,1326,1326
1400000US06037235202,6037235202,2019,1293,1031,1031
1400000US06037236001,6037236001,2019,255,1861,1861
1400000US06037236101,6037236101,2019,1399,1136,1136
1400000US06037236102,6037236102,2019,1102,1136,1136
1400000US06037236203,6037236203,2019,1455,1164,1164
1400000US06037236204,6037236204,2019,1373,1124,1124
1400000US06037236205,6037236205,2019,935,1192,1192
1400000US06037236206,6037236206,2019,1540,1192,1192
1400000US06037236400,6037236400,2019,1015,1342,1342
1400000US06037237101,6037237101,2019,867,1119,1119
1400000US06037237102,6037237102,2019,661,1124,1124
1400000US06037237201,6037237201,2019,578,1357,1357
1400000US06037237202,6037237202,2019,718,1350,1350
1400000US06037237300,6037237300,2019,906,1144,1144
1400000US06037237401,6037237401,2019,547,1148,1148
1400000US06037237402,6037237402,2019,398,1102,1102
1400000US06037237500,6037237500,2019,738,920,920
1400000US06037237600,6037237600,2019,941,1082,1082
1400000US06037237710,6037237710,2019,947,1119,1119
1400000US06037237720,6037237720,2019,736,1145,1145
1400000US06037237800,6037237800,2019,553,1051,1051
1400000US06037237900,6037237900,2019,468,1304,1304
1400000US06037238000,6037238000,2019,1008,1359,1359
1400000US06037238100,6037238100,2019,940,1198,1198
1400000US06037238200,6037238200,2019,1166,1141,1141
1400000US06037238310,6037238310,2019,1359,1133,1133
1400000US06037238320,6037238320,2019,965,957,957
